jobTitle,company,location,description,remote
AI Engineer - Tech Lead,Lumenalta (formerly Clevertech),Chile,"Experience Remote done Right. With over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, and provide exceptional opportunities for career growth while working with stellar clients on ambitious projects. About the Role:As an AI Engineer at Lumenalta, you will be responsible for designing, developing, and deploying AI solutions that leverage large language models (LLMs) and retrieval-augmented generation (RAG) pipelines. You will work closely with our research and development team to test and compare different LLMs, such as OpenAI, Llama, and Claude, and address associated challenges like speed and cost optimization. Responsibilities:Design and implement RAG pipelines to enhance information retrieval and generation tasks.Develop a deep understanding of the differences between prompting and training LLMs and apply this knowledge to optimize model performance.Test and evaluate various LLMs (e.g., OpenAI, Llama, Claude) to identify the best fit for specific use cases.Analyze and address issues related to model speed, performance, and cost-effectiveness.Collaborate with cross-functional teams to integrate AI solutions into production environments.Stay up-to-date with the latest advancements in AI and machine learning to improve our solutions continuously. Requirements:11+ years of professional hands-on development experience using Python, especially machine learning frameworks and libraries (e.g., TensorFlow, PyTorch).Proven experience in setting up and optimizing RAG pipelines.Strong understanding of prompting vs. training for large language models.Hands-on experience with testing and comparing different LLMs (OpenAI, Llama, Claude, etc.).Familiarity with the challenges of model speed and cost optimization.ProficiencyExcellent problem-solving skills and attention to detail.Strong communication and teamwork skills. Straight from the DevsWatch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist Why Lumenalta is an amazing place to work atAt Lumenalta, you can expect that you will:Be 100% dedicated to one project at a time so that you can innovate and grow.Be a part of a team of talented and friendly senior-level developers.Work on projects that allow you to use leading tech. The result? We produce meaningful outcomes for our clients that break barriers in their industries. The job is 100% Remote; please ensure you have a comfortable office set at your desired work location. Lumenalta is committed to hiring exceptional talent from a wide variety of diverse backgrounds. If you share our values and enthusiasm for digital transformation, we encourage you to apply",True
Coach-orador-capacitador-conferencista,Lidera tu vida,Chile,"🌎 4K Group LATAM - Empresa internacional líder en el desarrollo y apoyo a profesionales y emprendedores en toda América Latina. Buscamos coaches, terapeutas, docentes, escritores y oradores que quieran potenciar su marca personal y expandir su negocio.Ofrecemos una plataforma completa con herramientas, capacitaciones y recursos especializados para que puedas construir una marca sólida y generar ingresos de manera efectiva. Tendrás acceso a entrenamientos en vivo, soporte continuo y asesoría de expertos, todo diseñado para que alcances el éxito desde cualquier parte del mundo.Si estás listo para llevar tu carrera al siguiente nivel, ¡queremos conocerte! Únete a nuestra comunidad global de empresarios digitales exitosos y construye un futuro profesional sólido con nosotros.",True
GCP DevOps Engineer - Mid Level,Lumenalta (formerly Clevertech),Chile,"Experience Remote done Right. Over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, provide exceptional opportunities for career growth while working with stellar clients on ambitious projects What we're working on:Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions and data points. The problems we solve every day are real and require creativity, grit and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. In order to grasp the scale of problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media or other complex multifactor industries Requirements4+ years of professional experience (A technical assessment will be required)Senior-level experience with GCPPrevious experience in cost reductions requiredStrong background in Linux and Mongo Atlas administrationExperience deploying Kubernetes in a production environmentExperience with CI/CD in Jenkins or CircleCiInfrastructure as code (we use Terraform)English fluency, verbal and written Straight from the DevsWatch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist Why Lumenalta is an amazing place to work atAt Lumenalta, you can expect that you will:Be 100% dedicated to one project at a time so that you can hone your skills, innovate and growBe a part of a team of talented and friendly senior-level developersWork on projects that allow you to use cutting edge tech. We believe in constantly evolving your mastery The result? We produce meaningful work and we are truly proud and excited to be creating waves in an industry under transformation. Lumenalta is committed to hiring exceptional talent from a wide variety of diverse backgrounds. If you share our values and enthusiasm for digital transformation, we encourage you to apply",True
"Operario producción sector Lo Boza, al menos cinco años de experiencia",Ahora Hunting,"Santiago, Santiago Metropolitan Region, Chile","Operario producción, al menos cinco años de experiencia  Sueldo $600.000 a $900.000 dependiendo de experiencia.  Envíanos tu CV a seleccion@grupoahora.net o contáctanos al whatsapp +56 9 5212 7519  Nuestro cliente, importante empresa productora de hielo, requiere un operario de producción que posee al menos cinco años de experiencia.  Requisitos:  Experiencia de al menos cinco años como operario de producción.Disponibilidad para trabajar en sector Lo Boza (Pudahuel)Enseñanza media completa.Si es extranjero debe poseer residencia definitiva.Salud estable (se trabaja en temperaturas que rondan los 15°)    Funciones:  Manejo de maquinaria destinada al envasado de hielo.Armado y acopio de palletEtiquetado y control de producción.Llevar control de calidad.Participar en procesos manuales cuando se requiera.   Otros:  Contrato por un mes, luego indefinido.Horario lunes 8:30 a 16:00 hrs., martes a sábado 8:30 a 17:00 hrs.Beneficios de aguinaldo en navidad y fiestas patrias.   Requisitos:  Cinco años de experienciaResidencia en comunas del sector norte de Santiago",False
Operador de Procesos,SGS,"Quilicura, Santiago Metropolitan Region, Chile","Descripción de la empresa  SGS es el líder mundial en inspección, verificación, análisis, capacitación y certificación. Es considerada como el principal referente mundial en calidad e integridad, contamos con más de 95.000 colaboradores y una red de más de 2.400 oficinas y laboratorios por el mundo.  Descripción del empleo  En SGS estamos en búsqueda de nuestro nuevo Operador de Procesos en Quilicura, si eres Técnico a nivel medio o superior en Metalurgia o cuentas con una carrera a fin, te invitamos a participar de este proceso.  Responsabilidades Generales   Tomar, preparar muestras y ejecutar pruebas de acuerdo a los Procedimientos Operacionales. Respetar las medidas de control de riesgos y garantizar la integridad de las muestras. Reportar cualquier desviación o situación que afecte los estándares del área.  Responsabilidades Específicas   Asegurar la trazabilidad y homogeneidad de las muestras, utilizando herramientas como CClass. Seguir procedimientos para garantizar resultados confiables, apegándose a los estándares de calidad, seguridad y medio ambiente. Uso correcto de herramientas y equipos, reportando resultados inmediatamente a su jefe de turno.  Requisitos  Requisitos   Formación: Técnico a nivel medio o superior en Metalurgia, Minas o afines.  Competencias   Proactividad y enfoque en resultados. Capacidad para adaptarse al cambio y colaborar de manera eficaz. Orientación a la mejora continua y compromiso con la excelencia.",False
Supervisor de Operaciones,Impala Terminals,"Arica, Arica and Parinacota Region, Chile","Main Purpose  Planificar y controlar la ejecución de las tareas operativas, asegurando el correcto manipuleo y almacenamiento de los concentrados procurando una gestión segura y eficiente, asegurando el cumplimiento de los parámetros establecidos para la operación.  Knowledge Skills And Abilities, Key Responsibilities  Principales Funciones y Responsabilidades  Capacitar al personal a su cargo sobre los procedimientos e instructivos de trabajo del área y la importancia de su cumplimiento, además comunicar las necesidades de capacitación propia y de su personal a cargo y evaluar la efectividad de estas, cuando sea requerido.Ejecutar y controlar las operaciones diarias de recepción, Operación Mezcla. Despacho, repeso, acondicionamiento, humectación, harneado, almacenaje.Planificar y gestionar el uso eficiente de los recursos necesarios para la operación y designación del espacio físico donde se deben realizar las operaciones (Operación Mezcla, Recepción, Despacho, Repeso y Acondicionamientos.Mantener actualizados los reportes diarios de su gestión ( Horómetro, Plano de Piso, Consumo de Agua)Informar Oportunamente los incidentes/accidentes de trabajo ocurridos en su área y realizar el reporte e investigación respectiva.Estimular al personal para el cumplimiento de objetivos de las organización a corto y largo plazo, capacitaciones interna o externaApoyar en todas las actividades que se requiera en relación al sistema de gestión integrado.Trasladarse y apoyar en materia de su competencia en otros depósitos o faenas.Ejecutar y controlar procedimientos e instructivos.  Educación Requerida  Ingeniero Metalúrgico, Ingeniero Industrial.  Experiencia Requerida  1 a 3 Años.  Key Relationships And Department Overview  Reporte directo a Jefaturas",False
Suscriptor de Ingeniería,FID Seguros,"Santiago Metropolitan Region, Chile","FID Seguros es una compañía diseñada para integrar la tecnología como base de la experiencia de corredores y clientes. Nos definimos como una insurtech de seguros generales, que utiliza la digitalización para ofrecer experiencias simples, ágiles y transparentes, apalancado en la innovación, en el uso de la tecnología, en el trabajo en equipo y el compromiso. Actualmente nos encontramos en búsqueda de un/una Suscriptor de Ingeniería. El objetivo principal del cargo es cotizar los riesgos restringidos y/o que exceden la capacidad de las Áreas Comerciales. Además, se encarga de administrar las modificaciones a las cuentas vigentes, informando o consultando a los reaseguradores y/o coaseguradores respecto a las éstas. Funciones:Evaluar y seleccionar riesgos a suscribir.Determinación si el negocio tendrá componente facultativo.Entrega de términos para cotizaciones.Hacer seguimiento de los términos entregadosRevisión de Slip de Cotizaciones y Security.Emitir ordenes de colocación facultativa.Revisión de Notas de Cobertura, debido y crédito.Revisar calidad de suscripción analizando las pólizas emitidas y antecedentes de respaldo. Requisitos Estudios de Contador Auditor, Ingeniería Comercial, Prevencionista de riesgos o carrera a fin.Experiencia previa trabajando en seguros.Mínimo 2 años de experiencia en cargos similares (Excluyente).Experiencia previa trabajando como suscriptor de ingeniería. Beneficios que ofrecemos:Modalidad de trabajo hibrida (2x3)Desarrollo de carreraHorario flexibleSeguro complementario y vidaEntrega de equipos de trabajosEntre otros beneficios Esta oferta laboral se rige bajo la Ley Nº 21.015 que incentiva la inclusión de personas con discapacidad al mundo laboral.",False
NOC Agent I,Motorola Solutions,"Santiago, Santiago Metropolitan Region, Chile","Company Overview  At Motorola Solutions, we're guided by a shared purpose - helping people be their best in the moments that matter - and we live up to our purpose every day by solving for safer. Because people can only be their best when they not only feel safe, but are safe. We're solving for safer by building the best possible technologies across every part of our safety and security ecosystem. That's mission -critical communications devices and networks, AI-powered video security & access control and the ability to unite voice, video and data in a single command center view. We're solving for safer by connecting public safety agencies and enterprises, enabling the collaboration that's critical to connect those in need with those who can help. The work we do here matters.  Department Overview  The Operations Center handles the initial investigation and evaluation of possible failures across all monitored customer systems. We monitor system health 24 hours a day, 7 days a week, 365 days a year. We primarily monitor public safety systems and thus the urgent resolution of any and all issues is a basic day to day requirement.  Job Description  The NOC Agent is required to evaluate possible failures and determine what steps need to be taken in order to restore service. They will need to differentiate between minor transient issues and more serious customer affecting outages, and they will engage whatever teams are necessary in order to normalize the customer system. Customer Support Technicians are also responsible for validating the return to normal operation once a restoration is complete.  Core Responsibilities  Incident management    Monitoring the Motorola Solutions infrastructure using a variety of tools and reacting to resolve any alerts which may arise in order to ensure system uptime meets service level agreements.  Assessing potential failures and determining the initial course of action.  Driving incidents to resolution in order to meet expected service level agreements.  Escalating any incidents that cannot be resolved within specified time frames to the relevant teams and working with them until the incident is resolved.  Monitoring all outages through the return to normal operation.  Verifying incident resolution and documenting the steps taken towards restoration of services.  Building strong and effective working relationships with Engineering and Management organizations.  Ensuring that access to customer systems is limited to what is ethical and necessary. Usage will be for evaluation of failures and verification of repairs only.   Customer Support   Responding to escalated customer incidents in a timely fashion and in compliance with NOC standards.  Keeping customer needs in mind while pursuing the restoration of services.  Maintaining a sense of urgency when addressing customer affecting issues.  Coordinating efforts from multiple teams and vendors (both internal and external) in order to normalize customer systems.  Developing good customer relationships through excellent customer service.  Responding to customer or field inquiries in a professional and knowledgeable manner  Other Responsibilities   Complying with Motorola quality and security policies and practices.  Maintaining reasonable discipline and decorum.  Being familiar with NOC policies and services.  Keeping up to date knowledge of all systems and applications used to perform day to day tasks.  Working closely with all other relevant teams to maximize all opportunities and making a significant contribution in support of new processes and technology.  Must be process focused and willing to provide input towards continual improvements.  Ensuring all given tasks are performed based on ITIL processes and procedures.  Actively participating in all training provided.  Operating in a 24 X 7 Network Operations Center; this includes shift work and weekends.  Must be able to perform tasks with minimal supervision.   Basic Requirements   2+ years of technical customer support experience High School Degree or equivalent Must be able to pass background checks as required for certain sensitive customer systems  Legal authorization to work in Chile indefinitely is required.  Travel Requirements  Under 10%  Relocation Provided  None  Position Type  Experienced  Referral Payment Plan  Yes  EEO Statement  Motorola Solutions is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion or belief, sex, sexual orientation, gender identity, national origin, disability, veteran status or any other legally-protected characteristic.  We are proud of our people-first and community-focused culture, empowering every Motorolan to be their most authentic self and to do their best work to deliver on the promise of a safer world. If you’d like to join our team but feel that you don’t quite meet all of the preferred skills, we’d still love to hear why you think you’d be a great addition to our team.  We’re committed to providing an inclusive and accessible recruiting experience for candidates with disabilities, or other physical or mental health conditions. To request an accommodation, please email ohr@motorolasolutions.com.  ",False
Site Manager Fotovoltaico,CAF (Construcciones y Auxiliar de Ferrocarriles),Chile,"¿Listo para impulsar la energía solar Fotovoltaica? Únete a CAF T&E y forma parte de nuestro propósito de liderar proyectos integrales de energía renovable que conectan el presente con un futuro seguro y sostenible.  Si buscas una experiencia coordinando las actividades y la construcción de conformidad con los requisitos del proyecto...  ¡Esta oferta te va a interesar!  ¿Qué necesitas para triunfar en este puesto?  3 años de experiencia en posiciones similares.Estudios en Ingeniería Eléctrica / Ingeniería Civil o similares.Nivel de inglés B2, preferiblemente C1.  Tu misión  Definir la estrategia y planificar la ejecución del proyecto.Coordinar todas las actividades de construcción, involucrando a subcontratistas, proveedores, instaladores, áreas de CAFTE, materiales adquiridos localmente y diferentes contratistas, asegurando el cumplimiento de los requisitos técnicos a tiempo, e identificando y rectificando las desviaciones.Buscar subcontratistas, proveedores e instaladores locales y prestar apoyo en el proceso de contratación.Supervisar, asegurar e informar del progreso de la fase de construcción e instalación del proyecto, identificando desviaciones y definiendo e implementando planes de acción correctivos.Garantizar el equilibrio entre plazo, coste, requisitos técnicos y los niveles de calidad exigidos por el cliente, tal como se definen en las especificaciones de ingeniería.Asegurar la integración en la ejecución e instalación entre los diferentes subsistemas.Supervisar las pruebas y la puesta en marcha de la planta.Participar en las reuniones con los clientes para verificar el avance del proyecto.Apoyar al departamento de ingeniería en la obtención de información para la definición del proyecto y recopilar información sobre el proyecto ejecutado para generar la documentación As-Built.Apoyar en la coordinación logística para la entrega en obra.Supervisar la coordinación de las actividades de Seguridad y Salud en el Trabajo, Medio Ambiente y Calidad relacionadas con el proyecto.  Si te ves trabajando en esta posición, inscríbete en la oferta.",False
"Associate Manager, Logistics Operations",SC Johnson,"Santiago, Santiago Metropolitan Region, Chile","About The Role  Will be responsible for overseeing and managing all aspects of logistics and supply chain operations. This role requires strategic planning, effective team management, and hands-on problem-solving to ensure smooth and efficient logistics processes.  Key Responsibilities  Develop and implement logistics strategies and plans that align with company goals and objectives.Optimize logistics processes to improve efficiency, reduce costs, and enhance service levels.Monitor and analyze key performance indicators (KPIs) to track logistics performance and identify areas for improvement.Coordinate with suppliers, vendors, and other stakeholders to ensure timely and accurate delivery of goods.Oversee day-to-day logistics operations, including transportation, warehousing, and distribution activities.Implement best practices and innovative solutions to streamline operations and reduce operational costs.Ensure compliance with all relevant regulations, laws, and safety standards.Develop and enforce policies and procedures to maintain a safe and secure working environment.Address and resolve any operational issues or disruptions that may arise.Analyze root causes of problems and implement corrective actions to prevent recurrence.Prepare and present regular reports on logistics performance, including progress towards goals and any issues or challenges.Communicate effectively with internal teams and external partners to ensure alignment and coordination.  Required Experience You’ll Bring  Bachelor’s degree in Logistics, Supply Chain Management, Business Administration, or a related fieldExperience in logistics or supply chain management,Strong knowledge of logistics and supply chain processes, including transportation, warehousing, and inventory management.  Preferred Experiences And Skills  Excellent problem-solving, analytical, and organizational skills.Strong communication and interpersonal skills.Familiarity with relevant regulations and safety standards.  Job Requirements  Full-TimeOnce-weekly remote work for eligible employeesRemote work is available once a week for eligible employeesThis role is not eligible for relocation  Benefits And Perks  SC Johnson’s total compensation packages are at or above industry levels. In addition to salary, total packages may include bonuses, long-term incentives, matching 401(k) contributions and profit sharing based on company profitability, job level and years of service. As a family company, we’re committed to providing benefits such as subsidized health care plans, maternity/paternity/adoption leave, flexible work arrangements, vacation purchase options, recreation and fitness centers, childcare, counseling services and more.  Inclusion & Diversity  We’re a global business, with people from every culture, ethnicity, race, religion, gender identity, sexual orientation, age and ability. We recognize the breadth of human experience, and we work to celebrate it. It is our goal to build a diverse, inclusive and supportive work environment where all people can thrive.  We’re committed to ongoing efforts that help us attract, hire, and retain diverse talent who want to build a positive, inclusive environment. Read more about our ongoing initiatives at https://jobs.scjohnson.com/inclusion.",False
Trainee Tienda Falabella Castro/ Media Jornada tarde 5x2 rotativo 30 hrs,Falabella,"Castro, Los Lagos Region, Chile","Descripción Empresa  Somos más de 100 mil personas que, día a día, dedicamos nuestra pasión y energía a cumplir nuestro Propósito de “Simplificar y Disfrutar Más la Vida”. Propósito que hoy vive a través de nuestro ecosistema físico y digital en todas nuestras empresas (Falabella Retail, Sodimac, IKEA, Tottus, Mallplaza, Falabella Inmobiliario, falabella.com, Linio, Falabella Financiero, Banco Falabella, Falabella Soriana, Seguros Falabella, Fazil, Fpay y Falabella Corporativo) y países (Argentina, Brasil, Chile, China, Colombia, India, México, Perú y Uruguay).  Valoramos las distintas miradas porque entendemos que la diversidad es la clave de nuestra innovación. Queremos ir más allá de cualquier límite, desafiarnos constantemente, divertirnos haciendo lo que nos gusta y dejar huella en lo que hacemos. Y sabemos que existe una forma de hacerlo: como UN SOLO EQUIPO.  Conoce más oportunidades para vivir la #ExperienciaFalabella en https://muevete.falabella.com/  Funciones Del Cargo  Cuando nos preguntan por qué somos la empresa de retail líder en Chile y Latinoamérica la respuesta es simple, es porque nuestros equipos se componen de personas apasionadas con una misión clara: “Simplificar y disfrutar más la vida”  ¡Hoy nuestra Tienda de Castro está incompleta y buscamos a nuestro próximo/a Trainee! Así que si estás en búsqueda de nuevas oportunidades laborales, sigue leyendo, porque esto podría ser para ti…  ¿Te sumas al desafío?  Tus Funciones Serán   Otorgar una experiencia de compra memorable dentro de la tienda en todo momento al cliente. Saludar y orientar a los clientes, dándoles la bienvenida y aclarando sus dudas para otorgarles una experiencia excepcional dentro de la tienda. Ayudar a los clientes a encontrar productos cuando sea solicitado. Realizar el cobro de ventas efectuadas, siendo responsable de la cuadratura de caja al final de la jornada laboral. Indicar a los clientes las diferentes opciones de pago (Centro de Caja, Fpay, Post Mobile, etc.). Ordenar y reponer constantemente los productos que lleguen al piso de venta. Informar a jefatura sobre productos con mayor nivel de rotación, con el fin de evitar quiebres de stock. Trasladar productos dañados a bodega, dejando registro de éstos. Empujar la venta del área asignada, promoviendo iniciativas y estrategias que apunten a aumentar la misma.  ¿Qué te parece hasta ahora?  Postular Es Simple, Solo Debes   Tener certificado de Enseñanza Media Completa. Experiencia previa en Atención a Público. En caso de ser extranjero debes contar con Residencia Definitiva, Temporaria Vigente o Temporaria con Certificado de Respaldo de Tramitación de Visa Definitiva. Deseable experiencia previa en manejo de caja y ventas. ¡Suma puntos a tu postulación si tienes experiencia en Retail y en cargos similares! (Cajero/a, Asesor de Compras, Vendedor/a etc.) Te consideras una persona muy orientada al cliente, capaz de entregarle un buen servicio y experiencia de compra.  ¿No logramos convencerte? ¡No te preocupes! Te mostramos algunos de nuestros muchos beneficios (al pasar a contrato indefinido*):   Seguro Complementario de Salud Descuento en compras con Tarjeta CMR Institucional Convenio con gimnasios y centros de entretenimiento Descuento en clínicas dentales, oftalmológicas, entre otros. Descuentos en centros educacionales ¡Oportunidades de crecimiento dentro de la empresa!  ¿Qué esperas? Postula aquí y tendrás la oportunidad de ser él o la protagonista de grandes transformaciones.  Se parte del cambio ¡Te esperamos!  Esta oferta laboral se rige bajo la Ley N° 21.015, que incentiva la inclusión de personas con discapacidad al mundo laboral. En caso de que necesites algún ajuste razonable, por favor no dejes de aclararlo en tu postulación.  Requisitos  Enseñanza Media CompletaMayor de 18 añosExtranjero con visa temporaria (Vigente), Visa Definitiva, o Definitiva en Trámite.Experiencia en Atención al Cliente  Condiciones Oferta  Descripción proceso de selección:  El proceso de selección se realiza a través de AIRA plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.  Para Postular Solo Necesitas   Postular a la oferta Revisar tu email Ingresar a AIRA y contestar las preguntas y/o pruebas solicitadas  Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por correo (a través de AIRA) para coordinar una entrevista con nuestro equipo de Atracción de Talento.",False
Tester QA,Kibernum,"Santiago, Santiago Metropolitan Region, Chile","¡Buscamos Tester QA Superstar! 🚀 Únete a nuestra aventura digital 🎮 ¿Eres la persona que encuentra fallos hasta en los memes? 🕵️‍♀️🕵️‍♂️ Si tienes el radar siempre encendido para detectar bugs y disfrutas resolviendo desafíos tanto en plataformas web como en aplicaciones móviles, ¡esta oferta es para ti! Estamos buscando un/a Tester QA con pasión por la perfección para unirse a nuestro equipo. 🛠️💻 ¿Qué harás en tu día a día?💼 Ejecutar pruebas en plataformas web y aplicaciones móviles (APP) para asegurarte de que todo funcione perfecto.📑 Documentar casos de prueba basados en requisitos funcionales y no funcionales (sí, esos detallitos importan).🐞 Cazar defectos y registrarlos como un verdadero/a profesional para que no pasen desapercibidos.🤝 Colaborar con el equipo de desarrollo para entender a fondo los requisitos y mejorar la revisión de los casos de prueba.🔄 Proponer mejoras en los procesos de pruebas, porque siempre hay algo que se puede optimizar. ¿Qué estamos buscando en ti?✨ Experiencia comprobada en pruebas QA para plataformas web y móviles (desde 3 años de experiencia).📋 Habilidad para documentar casos de prueba de forma clara y precisa.🤖Experiencia en herramientas para automatización de Pruebas (Selenium, Appium, Katalon estudios, otras).📋Experiencia en Gestión de pruebas. (Jira, Trello, TestRail, Xray, Bugzilla, otros).📂Control de versiones.🌐Pruebas de API.⚙️Pruebas de Rendimiento y Carga.🗄️ Conocimientos de Bases de Datos.🛠️ Experiencia entornos de desarrollo CI/CD.🔐Pruebas de seguridad (OWASP ZAP o Burp) y Conocimientos en pruebas SAST y DAST.  Competencias Adicionales Recomendadas🛠️ Proactividad para colaborar con desarrolladores y proponer soluciones prácticas.🚀 Ganas de mejorar los procesos de prueba y siempre buscar una forma más eficiente de hacer las cosas. ¿Qué te ofrecemos?🕹️ Un ambiente dinámico y divertido, donde el trabajo en equipo es la clave del éxito.💡 Espacio para que propongas nuevas ideas.🚀 Crecimiento profesional: No solo queremos que encuentres fallos, sino que encuentres tu mejor versión con nosotros.💰 Bonos y Aguinaldos para que siempre tengas una razón más para sonreír.📈 Reajuste Salarial cada tres meses según IPC.🩺 Seguro de Salud, Vida y Dental para ti. ¿Listo/a para ser nuestro/a héroe del QA?¡Queremos conocerte! 🧑‍💻👩‍💻 Postula y cuéntanos cuál fue el bug más extraño que has encontrado en tu carrera. ¡Te esperamos para empezar esta aventura juntos! 🎯",False
VENDEDOR,astara,"Santiago, Santiago Metropolitan Region, Chile","Our company A mobility company driven by people, backed by intelligence. - We are an innovative mobility and multicultural company always looking ahead. Since 1979, our company has been solid within automotive distribution and mobility services. We are continuously growing, up until today, representing a strategic partner helping build long-lasting relationships with our customers thanks to a deep understanding of the industry and a reliable business model. - We offer a whole range of products and services focused on mobility such as ownership, subscription, B2B / B2C, and new channels; supported in turn by a self-developed digital platform. - We build up a global company thanks to a diverse and talented team of more than 25 nationalities, with different backgrounds always ready to find the best solutions. We are present in 19 countries. - We stay ahead of expectations and build credibility.  Objetivo Del Cargo  Realizar la gestión de ventas de vehículos nuevos, en lo posible con financiamiento y seguros asociados, en la sucursal correspondiente, con el fin de contribuir a la optimización de los resultados financieros y el desempeño de la empresa.  Principales Funciones  Realizar la atención a clientes, asesorando y orientando en proceso de compra y venta de vehículos. Realizar y revisar agendamiento de visitas, coordinación de test drive, coordinación instalación de accesorios y programar entrega de vehículos.Maximizar la colocación de créditos, seguros y adicionales.Realizar seguimiento a cada etapa del proceso de venta garantizando el cumplimiento de los procedimientos en cada una de estas.Mantencion y captación de clientes.  Requerimientos  Contar con cursos de ventas.Manejo de Office.Licencia de conducir clase BAl menos 1 año en ventas en general y de vehículos.  Are you ready to embrace the challenge?",False
Activador de Compras,Weir Minerals,"Santiago, Santiago Metropolitan Region, Chile","Cargo: Activador (a) de Compras  Division: Minerals  Lugar: San Bernardo, Chile  Modalidad: Presencial  Propósito del rol: Este rol tiene como objetivo organizar todas las actividades relacionadas con la gestión de recepción, almacenaje, FIFO y entrega de materias primas a los distintos departamentos de la empresa, dando cumplimiento con los procedimientos y normativas establecidas por la organización. Gestionadon eficientemente los inventarios resguardados  Por qué escoger Weir:  Sé parte de una organización global dedicada a construir un futuro mejor, con sólida politica de D&I, donde el género y la diversidad son pilares estrategicos: en Weir, el mundo en crecimiento depende de nosotros. Depende de nosotros en qué nos reinventemos constantemente, nos adaptemos rápidamente y encontremos continuamente formas mejores, más rápidas y más sostenibles de acceder a los recursos que necesita para prosperar. Y depende de cada uno de nosotros hacer el mejor trabajo de nuestras vida. Es un gran desafío, pero es emocionante.  Una oportunidad para crecer a tu manera: todo se mueve rápido en el dinámico mundo de Weir. Esto crea oportunidades para que asumamos nuevos desafíos, exploremos nuevas áreas, aprendamos, progresemos y sobresalgamos. Lo mejor de todo es que no hay un camino establecido que nuestra gente deba tomar. En cambio, todos reciben el apoyo y la libertad para diseñar su propia carrera a la medida y hacer el mejor trabajo de sus vidas.  Siéntase empoderado para ser usted mismo y ser parte: Weir es un lugar acogedor e inclusivo, donde se reconoce la contribución de cada individuo y se alienta a todos los empleados a innovar, colaborar y ser ellos mismos. Nos enfocamos continuamente en las personas y su bienestar. Creemos en la equidad y elegimos ser honestos, transparentes y auténticos en todo lo que hacemos.  Responsabilidades Clave:   Responsable de preparar el plan de compras de productos requeridos por nuestro cliente interno y externo.Verificar y recalcular los distintos proyectos asignados.Vínculo entre el comprador y los proveedores.Responsable de hacer seguimiento a la Orden de Compra.Responsable de intermediar con el proveedor en la entrega, canalizar dudas, SDI, envió de planos, entre otros.Coordinar despacho con el equipo de logística.Velar por las entregas de adquisicionesDemostrar un compromiso 100% con nuestros comportamientos de cero daños en apoyo de nuestro impulso hacia el desarrollo de una cultura de seguridad de clase mundial.  Requisitos del puesto:   Formación en; Ingeniería logística, industrial u otra a fin al cargo. Conocimiento Excel intermedio. Conocimiento o experiencia en almacenaje, bodegas, inventario.Deseable conocimiento SAP Experiencia laboral mayor a 1 año en compras. Excel nivel intermedio. Disponibilidad para trabajar en la comuna de San Bernardo  #Minerals",False
